,SA2 code,SA2 name,2021,km2,persons/km2
884,209041217.0,Bundoora - West,6239.0,2.6,2437.0
885,209041220.0,Mill Park - North,17647.0,8.1,2168.9
886,209041221.0,Mill Park - South,11342.0,4.9,2300.7
887,209041223.0,Thomastown,20211.0,14.7,1376.3
888,209041224.0,Wallan,22933.0,507.7,45.2
889,209041225.0,Whittlesea,10747.0,298.0,36.1
890,209041431.0,Epping - East,13272.0,7.8,1708.3
891,209041432.0,Epping - South,8282.0,15.9,521.8
892,209041433.0,Epping (Vic.) - West,12280.0,7.4,1669.1
893,209041435.0,South Morang - North,12713.0,13.7,927.3
894,209041436.0,South Morang - South,12514.0,7.7,1615.9
895,209041437.0,Wollert,24762.0,53.9,459.5
896,209041527.0,Doreen - North,16477.0,9.4,1745.6
897,209041528.0,Doreen - South,10587.0,5.0,2108.0
898,209041529.0,Lalor - East,10032.0,3.3,3018.8
899,209041530.0,Lalor - West,13631.0,8.7,1560.3
900,209041531.0,Mernda - North,11550.0,15.2,760.1
901,209041532.0,Mernda - South,12084.0,8.6,1400.8
902,210011226.0,Airport West,8237.0,3.7,2214.6
903,210011227.0,Essendon Airport,14.0,3.4,4.2
904,210011228.0,Keilor,8596.0,17.5,490.9
905,210011230.0,Niddrie - Essendon West,7520.0,2.8,2683.1
906,210011231.0,Strathmore,10108.0,4.1,2439.0
907,210011533.0,Avondale Heights,12471.0,5.4,2305.7
908,210011534.0,Keilor East,15174.0,5.5,2767.6
909,210021232.0,Gisborne,14332.0,211.1,67.9
910,210021233.0,Macedon,3540.0,73.0,48.5
911,210021234.0,Riddells Creek,4494.0,83.4,53.9
912,210021235.0,Romsey,10832.0,624.7,17.3
913,210031236.0,Coburg North,8513.0,4.9,1745.2
914,210031237.0,Fawkner,14193.0,5.1,2791.3
915,210031439.0,Gowanbrae,3141.0,1.5,2063.1
916,210031440.0,Hadfield,6295.0,3.1,2063.8
917,210031535.0,Glenroy - East,14989.0,6.2,2399.3
918,210031536.0,Glenroy - West,8976.0,2.6,3437.9
919,210031537.0,Oak Park,7976.0,2.4,3389.3
920,210031538.0,Pascoe Vale,17409.0,4.6,3759.2
921,210041240.0,Sunbury,13786.0,129.5,106.4
922,210041539.0,Diggers Rest,5297.0,51.9,102.1
923,210041540.0,Sunbury - South,15095.0,41.4,364.2
924,210041541.0,Sunbury - West,11266.0,37.8,298.1
925,210051242.0,Broadmeadows,14071.0,8.8,1594.1
926,210051243.0,Campbellfield - Coolaroo,16255.0,18.2,893.8
927,210051245.0,Gladstone Park - Westmeadows,18178.0,13.9,1304.4
928,210051246.0,Greenvale - Bulla,22391.0,95.9,233.5
929,210051247.0,Meadow Heights,15078.0,4.6,3260.0
930,210051248.0,Melbourne Airport,129.0,30.4,4.2
931,210051250.0,Tullamarine,6630.0,3.9,1717.8
932,210051441.0,Craigieburn - Central,8197.0,4.0,2065.5
933,210051442.0,Craigieburn - North,12448.0,13.4,932.3
934,210051443.0,Craigieburn - South,22005.0,11.9,1847.0
935,210051445.0,Mickleham - Yuroke,23731.0,70.8,335.0
936,210051542.0,Craigieburn - North West,9969.0,1.9,5192.7
937,210051543.0,Craigieburn - West,13185.0,4.1,3224.5
938,210051544.0,Roxburgh Park (South) - Somerton,9584.0,8.9,1079.7
939,210051545.0,Roxburgh Park - North,14849.0,3.4,4349.7
940,211011251.0,Bayswater,12707.0,8.0,1579.7
941,211011254.0,Knoxfield - Scoresby,16733.0,15.3,1096.2
942,211011255.0,Lysterfield,6656.0,18.5,359.9
943,211011256.0,Rowville - Central,15540.0,8.2,1895.1
944,211011257.0,Rowville - North,7963.0,4.2,1910.1
945,211011258.0,Rowville - South,10464.0,9.4,1118.8
946,211011259.0,Wantirna,14450.0,8.3,1739.6
947,211011260.0,Wantirna South,18102.0,13.4,1355.4
948,211011446.0,Boronia,23831.0,11.3,2115.8
949,211011447.0,Ferntree Gully - North,14249.0,7.0,2039.9
950,211011448.0,Ferntree Gully (South) - Upper Ferntree Gully,15448.0,9.1,1688.3
951,211011449.0,The Basin,4380.0,5.7,766.2
952,211021261.0,Donvale - Park Orchards,16406.0,20.8,788.6
953,211021262.0,Warrandyte - Wonga Park,10183.0,45.8,222.5
954,211031263.0,Bayswater North,11968.0,9.9,1207.8
955,211031265.0,Croydon Hills - Warranwood,18235.0,9.5,1921.1
956,211031266.0,Ringwood,18919.0,9.9,1909.0
957,211031267.0,Ringwood East,21351.0,9.4,2273.1
958,211031268.0,Ringwood North,9726.0,4.7,2055.9
959,211031450.0,Croydon - East,16233.0,8.1,2004.5
960,211031451.0,Croydon - West,14247.0,6.8,2095.8
961,211031452.0,Croydon South,4936.0,2.9,1728.3
962,211041269.0,Forest Hill,10866.0,4.1,2669.6
963,211041270.0,Mitcham (Vic.),16935.0,6.6,2555.4
964,211041271.0,Nunawading,12522.0,5.1,2465.7
965,211041272.0,Vermont,11083.0,4.6,2404.2
966,211041273.0,Vermont South,12044.0,6.2,1947.6
967,211051274.0,Belgrave - Selby,10095.0,55.7,181.4
968,211051275.0,Chirnside Park,11873.0,22.2,534.8
969,211051276.0,Healesville - Yarra Glen,14181.0,369.5,38.4
970,211051277.0,Kilsyth,9980.0,8.2,1210.8
971,211051278.0,Lilydale - Coldstream,19783.0,109.4,180.9
972,211051279.0,Monbulk - Silvan,5857.0,68.6,85.4
973,211051280.0,Montrose,6995.0,10.5,663.5
974,211051281.0,Mooroolbark,23447.0,12.5,1869.3
975,211051282.0,Mount Dandenong - Olinda,9771.0,81.9,119.3
976,211051283.0,Mount Evelyn,9863.0,17.0,580.5
977,211051284.0,Upwey - Tecoma,9848.0,8.9,1107.7
978,211051285.0,Wandin - Seville,7959.0,111.8,71.2
979,211051286.0,Yarra Valley,16948.0,729.8,23.2
980,212011289.0,Emerald - Cockatoo,18797.0,371.6,50.6
981,212011546.0,Beaconsfield - Officer,23947.0,33.3,720.2
982,212011547.0,Bunyip - Garfield,9939.0,366.0,27.2
983,212011548.0,Koo Wee Rup,10148.0,414.7,24.5
984,212011549.0,Pakenham - North East,15615.0,18.9,824.9
985,212011550.0,Pakenham - North West,7563.0,24.7,306.5
986,212011551.0,Pakenham - South East,6491.0,30.9,209.8
987,212011552.0,Pakenham - South West,27169.0,22.3,1219.5
988,212021293.0,Berwick - North,23187.0,19.7,1174.1
989,212021295.0,Doveton,12061.0,5.2,2322.3
990,212021297.0,Hallam,11603.0,8.1,1440.2
991,212021299.0,Narre Warren North,8310.0,34.4,241.5
992,212021453.0,Endeavour Hills - North,12191.0,14.5,842.2
993,212021454.0,Endeavour Hills - South,13464.0,5.6,2409.8
994,212021455.0,Narre Warren - North East,13620.0,4.9,2794.4
995,212021456.0,Narre Warren - South West,14905.0,9.3,1601.8
996,212021553.0,Berwick - South East,17980.0,9.9,1819.2
997,212021554.0,Berwick - South West,11359.0,5.0,2284.9
998,212031300.0,Cranbourne,21580.0,13.0,1656.6
999,212031303.0,Cranbourne South,17613.0,81.7,215.7
1000,212031304.0,Cranbourne West,21834.0,12.9,1692.8
1001,212031306.0,Lynbrook - Lyndhurst,18270.0,7.4,2482.9
1002,212031308.0,Pearcedale - Tooradin,8082.0,98.5,82.0
1003,212031457.0,Narre Warren South - East,13266.0,6.2,2132.7
1004,212031458.0,Narre Warren South - West,16932.0,6.8,2498.4
1005,212031555.0,Clyde North - North,10642.0,6.9,1546.1
1006,212031556.0,Clyde North - South,15023.0,19.7,764.4
1007,212031557.0,Cranbourne East - North,23753.0,11.0,2154.4
1008,212031558.0,Cranbourne East - South,12432.0,5.3,2333.7
1009,212031559.0,Cranbourne North - East,12920.0,5.5,2368.7
1010,212031560.0,Cranbourne North - West,12042.0,4.8,2516.7
1011,212031561.0,Hampton Park - East,12861.0,8.2,1564.8
1012,212031562.0,Hampton Park - West,13523.0,5.1,2639.5
1013,212041309.0,Clarinda - Oakleigh South,11656.0,6.3,1843.5
1014,212041310.0,Clayton South,13570.0,7.9,1709.5
1015,212041312.0,Dandenong North,22839.0,9.5,2414.5
1016,212041313.0,Dingley Village,10554.0,7.2,1457.0
1017,212041316.0,Noble Park North,7520.0,3.8,2001.4
1018,212041317.0,Springvale,22537.0,11.1,2029.4
1019,212041318.0,Springvale South,12738.0,4.6,2793.4
1020,212041459.0,Noble Park - East,12901.0,3.8,3424.7
1021,212041460.0,Noble Park - West,19818.0,4.8,4133.4
1022,212041563.0,Dandenong - North,21833.0,8.0,2715.2
1023,212041564.0,Dandenong - South,9497.0,53.8,176.6
1024,212041565.0,Keysborough - North,15204.0,6.6,2301.8
1025,212041566.0,Keysborough - South,15284.0,23.7,645.6
1026,212051319.0,Ashwood - Chadstone,19790.0,6.7,2949.9
1027,212051321.0,Glen Waverley - East,21899.0,9.2,2389.5
1028,212051322.0,Glen Waverley - West,21324.0,7.7,2778.1
1029,212051323.0,Mount Waverley - North,16241.0,6.5,2504.8
1030,212051324.0,Mount Waverley - South,19475.0,8.7,2238.4
1031,212051325.0,Mulgrave,20078.0,10.7,1873.1
1032,212051326.0,Oakleigh - Huntingdale,23254.0,10.2,2286.5
1033,212051327.0,Wheelers Hill,20854.0,10.4,1997.6
1034,212051567.0,Clayton (North) - Notting Hill,10114.0,5.2,1934.1
1035,212051568.0,Clayton - Central,12378.0,4.2,2959.9
1036,213011328.0,Ardeer - Albion,7595.0,4.6,1655.3
1037,213011329.0,Cairnlea,10144.0,4.4,2302.3
1038,213011331.0,Delahey,8154.0,3.5,2326.1
1039,213011332.0,Keilor Downs,13193.0,7.7,1722.4
1040,213011333.0,Kings Park (Vic.),14081.0,4.4,3176.9
1041,213011334.0,St Albans - North,20850.0,6.5,3196.6
1042,213011335.0,St Albans - South,17666.0,6.3,2819.9
1043,213011336.0,Sunshine,9576.0,4.7,2023.7
1044,213011337.0,Sunshine North,12163.0,8.0,1515.8
1045,213011338.0,Sunshine West,18779.0,13.0,1448.0
1046,213011339.0,Sydenham,11866.0,3.9,3005.6
1047,213011340.0,Taylors Lakes,17071.0,18.5,924.6
1048,213011569.0,Deer Park,18230.0,8.1,2257.1
1049,213011570.0,Derrimut,8751.0,13.3,660.1
1050,213021341.0,Altona,13652.0,17.7,772.1
1051,213021342.0,Altona Meadows,18665.0,10.5,1770.6
1052,213021343.0,Altona North,15086.0,16.2,932.1
1053,213021344.0,Newport,18985.0,8.8,2147.5
1054,213021345.0,Seabrook,5002.0,1.6,3087.8
1055,213021346.0,Williamstown,16074.0,7.3,2188.0
1056,213031347.0,Braybrook,19361.0,7.5,2586.9
1057,213031348.0,Footscray,17420.0,5.0,3507.1
1058,213031349.0,Maribyrnong,12715.0,5.5,2314.6
1059,213031350.0,Seddon - Kingsville,9364.0,1.7,5572.8
1060,213031351.0,West Footscray - Tottenham,11885.0,6.0,1987.2
1061,213031352.0,Yarraville,15653.0,5.6,2785.2
1062,213041353.0,Bacchus Marsh,25045.0,196.3,127.6
1063,213041358.0,Melton West,21502.0,24.2,888.4
1064,213041359.0,Rockbank - Mount Cottrell,17836.0,125.8,141.8
1065,213041360.0,Taylors Hill,19800.0,6.0,3317.7
1066,213041461.0,Burnside,5855.0,2.6,2294.3
1067,213041462.0,Burnside Heights,6442.0,2.0,3228.4
1068,213041463.0,Caroline Springs,20643.0,7.0,2969.1
1069,213041571.0,Brookfield,9939.0,10.7,929.5
1070,213041572.0,Cobblebank - Strathtulloh,7708.0,19.8,390.1
1071,213041573.0,Eynesbury - Exford,3024.0,69.5,43.5
1072,213041574.0,Fraser Rise - Plumpton,10223.0,58.7,174.1
1073,213041575.0,Hillside,16335.0,7.8,2089.8
1074,213041576.0,Kurunjang - Toolern Vale,11745.0,120.8,97.2
1075,213041577.0,Melton,7968.0,9.9,808.0
1076,213041578.0,Melton South - Weir Views,16906.0,11.0,1534.0
1077,213051361.0,Hoppers Crossing - North,18663.0,10.9,1710.1
1078,213051362.0,Hoppers Crossing - South,19003.0,7.0,2710.3
1079,213051363.0,Laverton,11643.0,22.2,523.4
1080,213051368.0,Werribee - South,16985.0,114.0,148.9
1081,213051464.0,Point Cook - East,19585.0,19.0,1028.9
1082,213051466.0,Point Cook - South,19385.0,9.4,2057.4
1083,213051467.0,Werribee - East,19241.0,7.8,2480.5
1084,213051468.0,Werribee - West,22661.0,127.7,177.5
1085,213051579.0,Manor Lakes - Quandong,10781.0,72.0,149.7
1086,213051580.0,Point Cook - North East,14330.0,5.6,2580.7
1087,213051581.0,Point Cook - North West,9690.0,2.9,3298.2
1088,213051582.0,Tarneit (West) - Mount Cottrell,10301.0,36.7,280.6
1089,213051583.0,Tarneit - Central,28573.0,8.0,3589.3
1090,213051584.0,Tarneit - North,7331.0,14.3,511.0
1091,213051585.0,Tarneit - South,11306.0,3.1,3612.0
1092,213051586.0,Truganina - North,9532.0,17.5,544.1
1093,213051587.0,Truganina - South East,9751.0,4.3,2284.9
1094,213051588.0,Truganina - South West,19385.0,5.4,3604.6
1095,213051589.0,Wyndham Vale - North,9163.0,51.2,178.8
1096,213051590.0,Wyndham Vale - South,13695.0,5.0,2762.5
1097,214011370.0,Carrum Downs,22262.0,20.3,1096.2
1098,214011371.0,Frankston,23908.0,11.6,2056.7
1099,214011372.0,Frankston North,19665.0,13.2,1485.5
1100,214011373.0,Frankston South,18948.0,14.6,1301.3
1101,214011374.0,Langwarrin,25248.0,37.6,671.1
1102,214011375.0,Seaford (Vic.),17359.0,12.4,1396.3
1103,214011376.0,Skye - Sandhurst,13419.0,19.8,677.2
1104,214021377.0,Dromana,13460.0,45.1,298.7
1105,214021378.0,Flinders,6021.0,287.4,21.0
1106,214021379.0,Hastings - Somers,24240.0,108.9,222.6
1107,214021381.0,Mount Eliza,18923.0,23.2,815.4
1108,214021382.0,Mount Martha,20020.0,30.2,662.7
1109,214021383.0,Point Nepean,19990.0,67.2,297.5
1110,214021384.0,Rosebud - McCrae,23139.0,23.8,972.4
1111,214021385.0,Somerville,18688.0,117.4,159.2
1112,214021591.0,Mornington - East,15273.0,14.7,1039.8
1113,214021592.0,Mornington - West,10636.0,6.4,1660.7
1114,215011386.0,Ararat,8468.0,161.2,52.5
1115,215011387.0,Ararat Surrounds,3180.0,4023.2,0.8
1116,215011388.0,Horsham,16944.0,83.1,204.0
1117,215011389.0,Horsham Surrounds,3451.0,4251.5,0.8
1118,215011390.0,Nhill Region,6907.0,11042.8,0.6
1119,215011391.0,St Arnaud,3429.0,3008.6,1.1
1120,215011392.0,Stawell,8465.0,2743.4,3.1
1121,215011393.0,West Wimmera,2748.0,5686.4,0.5
1122,215011394.0,Yarriambiack,6454.0,7139.6,0.9
1123,215021395.0,Irymple,7679.0,88.6,86.7
1124,215021396.0,Merbein,4953.0,101.7,48.7
1125,215021398.0,Mildura Surrounds,3709.0,21568.8,0.2
1126,215021399.0,Red Cliffs,6123.0,246.7,24.8
1127,215021469.0,Mildura - North,18088.0,25.1,720.1
1128,215021470.0,Mildura - South,16417.0,51.0,321.9
1129,215031400.0,Buloke,6134.0,8068.7,0.8
1130,215031401.0,Gannawarra,6664.0,3568.3,1.9
1131,215031402.0,Kerang,3943.0,146.6,26.9
1132,215031403.0,Robinvale,3753.0,181.6,20.7
1133,215031404.0,Swan Hill,11169.0,126.6,88.2
1134,215031405.0,Swan Hill Surrounds,6462.0,5759.6,1.1
1135,216011406.0,Echuca,15587.0,184.0,84.7
1136,216011407.0,Kyabram,11055.0,738.9,15.0
1137,216011408.0,Lockington - Gunbower,3908.0,1646.4,2.4
1138,216011409.0,Rochester,3987.0,351.6,11.3
1139,216011410.0,Rushworth,4166.0,1633.9,2.5
1140,216021411.0,Cobram,6438.0,131.7,48.9
1141,216021412.0,Moira,2829.0,1498.8,1.9
1142,216021413.0,Numurkah,12499.0,2320.7,5.4
1143,216021414.0,Yarrawonga,8585.0,94.7,90.7
1144,216031415.0,Mooroopna,8311.0,40.0,207.9
1145,216031416.0,Shepparton - North,20034.0,65.7,305.1
1146,216031418.0,Shepparton Surrounds - East,4012.0,1055.6,3.8
1147,216031419.0,Shepparton Surrounds - West,10326.0,1028.7,10.0
1148,216031593.0,Kialla,9066.0,77.4,117.1
1149,216031594.0,Shepparton - South East,16572.0,65.8,251.7
1150,217011420.0,Glenelg (Vic.),8871.0,6121.4,1.4
1151,217011421.0,Hamilton (Vic.),10284.0,198.3,51.9
1152,217011422.0,Portland,11182.0,64.0,174.8
1153,217011423.0,Southern Grampians,6264.0,6562.6,1.0
1154,217031471.0,Camperdown,3470.0,98.1,35.4
1155,217031472.0,Colac,12696.0,54.7,232.0
1156,217031473.0,Colac Surrounds,5643.0,1934.3,2.9
1157,217031474.0,Corangamite - North,5358.0,2538.3,2.1
1158,217031475.0,Corangamite - South,7148.0,1805.2,4.0
1159,217031476.0,Otway,3978.0,1505.9,2.6
1160,217041477.0,Moyne - East,6989.0,3275.8,2.1
1161,217041478.0,Moyne - West,9963.0,2037.8,4.9
1162,217041479.0,Warrnambool - North,22462.0,62.4,359.9
1163,217041480.0,Warrnambool - South,13292.0,120.2,110.6
1164,301011001.0,Alexandra Hills,16878.0,13.6,1238.2
1165,301011002.0,Belmont - Gumdale,7645.0,33.1,230.9
1166,301011003.0,Birkdale,15457.0,11.6,1332.6
1167,301011004.0,Capalaba,18586.0,18.9,983.9
1168,301011005.0,Thorneside,3928.0,2.7,1473.5
1169,301011006.0,Wellington Point,12047.0,9.4,1281.1
1170,301021007.0,Cleveland,16075.0,11.9,1356.0
1171,301021008.0,Ormiston,6446.0,4.9,1307.8
1172,301021009.0,Redland Bay,18099.0,46.9,385.9
1173,301021011.0,Sheldon - Mount Cotton,8461.0,65.2,129.8
1174,301021012.0,Thornlands,19658.0,21.6,908.1
1175,301021013.0,Victoria Point,15330.0,13.4,1143.5
1176,301021550.0,North Stradbroke Island,2191.0,277.1,7.9
1177,301021551.0,Southern Moreton Bay Islands,8574.0,39.9,214.7
1178,301031014.0,Brisbane Port - Lytton,10.0,32.8,0.3
1179,301031015.0,Manly - Lota,7993.0,4.2,1903.6
1180,301031016.0,Manly West,12026.0,4.9,2451.5
1181,301031017.0,Murarrie,4843.0,8.4,573.9
1182,301031018.0,Tingalpa,8992.0,8.9,1007.4
1183,301031019.0,Wakerley,9567.0,5.2,1841.1
1184,301031020.0,Wynnum,14738.0,6.1,2403.3
1185,301031021.0,Wynnum West - Hemmant,15943.0,12.3,1298.9
1186,302011022.0,Bald Hills,7930.0,13.4,593.8
1187,302011023.0,Bridgeman Downs,10618.0,9.5,1120.2
1188,302011024.0,Carseldine,9954.0,4.5,2189.8
1189,302011025.0,Everton Park,10194.0,4.2,2446.8
1190,302011026.0,McDowall,8018.0,4.4,1828.3
1191,302021027.0,Aspley,13068.0,6.3,2088.2
1192,302021028.0,Chermside,11612.0,3.4,3428.1
1193,302021029.0,Chermside West,6701.0,3.4,1969.0
1194,302021030.0,Geebung,4599.0,4.0,1137.2
1195,302021031.0,Kedron - Gordon Park,14694.0,5.2,2814.9
1196,302021032.0,Stafford,7020.0,3.4,2041.8
1197,302021033.0,Stafford Heights,7233.0,2.9,2486.6
1198,302021034.0,Wavell Heights,10474.0,3.6,2926.4
1199,302031035.0,Boondall,9739.0,10.8,905.9
1200,302031036.0,Brisbane Airport,131.0,45.3,2.9
1201,302031037.0,Eagle Farm - Pinkenba,2104.0,7.2,290.9
1202,302031038.0,Northgate - Virginia,7169.0,6.1,1170.1
1203,302031039.0,Nudgee - Banyo,10948.0,13.9,786.3
1204,302031040.0,Nundah,13552.0,3.7,3690.0
1205,302041041.0,Bracken Ridge,17816.0,8.1,2196.7
1206,302041042.0,Brighton (Qld),9786.0,6.5,1507.8
1207,302041043.0,Deagon,3821.0,2.8,1356.1
1208,302041044.0,Sandgate - Shorncliffe,6908.0,4.3,1589.0
1209,302041045.0,Taigum - Fitzgibbon,14301.0,6.3,2276.8
1210,302041046.0,Zillmere,9473.0,3.7,2560.1
1211,303011047.0,Camp Hill,12327.0,4.6,2691.1
1212,303011048.0,Cannon Hill,7028.0,4.0,1778.2
1213,303011049.0,Carina,12003.0,4.4,2739.0
1214,303011050.0,Carina Heights,6980.0,3.4,2053.5
1215,303011051.0,Carindale,16782.0,10.2,1645.9
1216,303021052.0,Annerley,12161.0,2.9,4229.0
1217,303021053.0,Coorparoo,18165.0,5.3,3406.9
1218,303021054.0,Fairfield - Dutton Park,5099.0,2.1,2452.6
1219,303021055.0,Greenslopes,10723.0,3.0,3629.6
1220,303021056.0,Holland Park,9017.0,3.3,2764.7
1221,303021057.0,Holland Park West,6499.0,2.6,2532.7
1222,303021058.0,Woolloongabba,8787.0,2.4,3653.5
1223,303021059.0,Yeronga,10343.0,6.1,1697.9
1224,303031060.0,Eight Mile Plains,15479.0,7.7,2014.8
1225,303031061.0,Macgregor (Qld),6075.0,2.7,2262.3
1226,303031062.0,Mansfield (Qld),9008.0,5.3,1696.8
1227,303031063.0,Mount Gravatt,16166.0,7.4,2195.1
1228,303031064.0,Rochedale - Burbank,11201.0,47.3,236.6
1229,303031065.0,Upper Mount Gravatt,11180.0,4.2,2654.2
1230,303031066.0,Wishart,11584.0,4.8,2419.9
1231,303041067.0,Coopers Plains,5802.0,4.4,1324.1
1232,303041068.0,Moorooka,10996.0,4.1,2685.8
1233,303041069.0,Robertson,4950.0,1.9,2598.7
1234,303041070.0,Salisbury - Nathan,7679.0,9.5,804.3
1235,303041071.0,Tarragindi,11085.0,4.5,2436.5
1236,303051072.0,Algester,9146.0,3.7,2478.4
1237,303051073.0,Calamvale - Stretton,23329.0,19.7,1182.1
1238,303051074.0,Pallara - Willawong,10393.0,26.7,389.3
1239,303051075.0,Parkinson - Drewvale,16410.0,12.7,1294.8
1240,303051076.0,Rocklea - Acacia Ridge,9864.0,22.4,439.5
1241,303061077.0,Kuraby,9151.0,4.6,1971.2
1242,303061078.0,Runcorn,14332.0,6.7,2142.4
1243,303061079.0,Sunnybank,9203.0,4.4,2097.8
1244,303061080.0,Sunnybank Hills,18459.0,6.4,2865.9
1245,304011081.0,Jindalee - Mount Ommaney,7733.0,4.8,1610.8
1246,304011082.0,Middle Park - Jamboree Heights,7173.0,2.7,2682.9
1247,304011083.0,Riverhills,4179.0,2.2,1917.9
1248,304011084.0,Seventeen Mile Rocks - Sinnamon Park,9836.0,5.4,1815.3
1249,304011085.0,Westlake,4492.0,1.9,2359.4
1250,304021086.0,Bellbowrie - Moggill,10660.0,17.4,611.9
1251,304021087.0,Brookfield - Kenmore Hills,7103.0,58.0,122.4
1252,304021088.0,Chapel Hill,10877.0,5.4,2014.8
1253,304021089.0,Fig Tree Pocket,4410.0,4.3,1030.2
1254,304021090.0,Kenmore,9547.0,5.3,1808.3
1255,304021091.0,Pinjarra Hills - Pullenvale,5743.0,44.2,130.0
1256,304031092.0,Chelmer - Graceville,7951.0,3.2,2454.8
1257,304031093.0,Corinda,5391.0,2.9,1869.3
1258,304031094.0,Indooroopilly,13717.0,7.4,1865.2
1259,304031095.0,Sherwood,6526.0,2.3,2861.8
1260,304031096.0,St Lucia,12578.0,3.4,3672.9
1261,304031097.0,Taringa,9188.0,2.1,4345.6
1262,304041098.0,Enoggera,9205.0,9.6,958.8
1263,304041099.0,Enoggera Reservoir,33.0,37.7,0.9
1264,304041100.0,Keperra,7498.0,5.2,1444.0
1265,304041101.0,Mitchelton,9034.0,4.2,2139.5
1266,304041102.0,Mount Coot-tha,0.0,14.6,0.0
1267,304041103.0,The Gap,17414.0,12.3,1420.6
1268,304041104.0,Upper Kedron - Ferny Grove,11852.0,13.2,897.7
1269,305011105.0,Brisbane City,13779.0,2.4,5823.8
1270,305011106.0,Fortitude Valley,9755.0,1.3,7654.0
1271,305011107.0,Highgate Hill,6478.0,1.2,5353.7
1272,305011108.0,Kangaroo Point,9974.0,1.3,7449.4
1273,305011109.0,New Farm,12691.0,2.1,5919.9
1274,305011110.0,South Brisbane,14602.0,2.0,7240.9
1275,305011111.0,Spring Hill,7044.0,1.2,5666.0
1276,305011112.0,West End,15291.0,2.0,7780.1
1277,305021113.0,Balmoral,4621.0,1.4,3341.0
1278,305021114.0,Bulimba,7507.0,2.1,3642.9
1279,305021115.0,East Brisbane,6230.0,1.9,3329.8
1280,305021116.0,Hawthorne,5211.0,1.4,3758.7
1281,305021117.0,Morningside - Seven Hills,14583.0,6.6,2194.5
1282,305021118.0,Norman Park,6957.0,2.3,3088.8
1283,305031119.0,Albion,4374.0,1.5,2905.3
1284,305031120.0,Alderley,6691.0,2.5,2723.6
1285,305031121.0,Ascot,5850.0,2.5,2370.2
1286,305031122.0,Clayfield,10924.0,2.9,3733.2
1287,305031123.0,Grange,4696.0,1.8,2626.3
1288,305031124.0,Hamilton (Qld),6874.0,1.6,4194.8
1289,305031125.0,Hendra,5023.0,2.7,1866.0
1290,305031126.0,Kelvin Grove - Herston,10445.0,3.4,3100.0
1291,305031127.0,Newmarket,5166.0,1.7,3115.1
1292,305031128.0,Newstead - Bowen Hills,18463.0,3.1,6042.0
1293,305031129.0,Wilston,4089.0,1.4,2946.4
1294,305031130.0,Windsor,8126.0,2.9,2787.5
1295,305031131.0,Wooloowin - Lutwyche,11234.0,3.1,3641.7
1296,305041132.0,Ashgrove,13941.0,6.5,2137.7
1297,305041133.0,Auchenflower,5774.0,1.3,4538.6
1298,305041134.0,Bardon,10482.0,4.7,2237.3
1299,305041135.0,Paddington - Milton,12444.0,3.6,3472.5
1300,305041136.0,Red Hill (Qld),6077.0,1.7,3595.9
1301,305041137.0,Toowong,12725.0,3.9,3277.2
1302,306011138.0,Brinsmead,5588.0,5.1,1091.7
1303,306011139.0,Clifton Beach - Kewarra Beach,11916.0,37.6,316.6
1304,306011140.0,Freshwater - Stratford,3782.0,15.1,250.2
1305,306011141.0,Redlynch,14015.0,59.4,236.0
1306,306011142.0,Trinity Beach - Smithfield,17097.0,22.0,775.5
1307,306011143.0,Yorkeys Knob - Machans Beach,6187.0,21.0,294.6
1308,306021144.0,Bentley Park,8498.0,6.9,1238.9
1309,306021145.0,Cairns City,12836.0,6.2,2067.2
1310,306021146.0,Earlville - Bayview Heights,8453.0,7.9,1075.2
1311,306021147.0,Edmonton,11614.0,20.0,580.8
1312,306021148.0,Gordonvale - Trinity,9961.0,327.1,30.5
1313,306021149.0,Kanimbla - Mooroobool,10085.0,7.7,1312.3
1314,306021150.0,Lamb Range,6.0,212.6,0.0
1315,306021151.0,Manoora,6292.0,2.2,2819.8
1316,306021152.0,Manunda,5254.0,4.2,1237.5
1317,306021153.0,Mount Sheridan,8782.0,6.7,1303.2
1318,306021154.0,Westcourt - Bungalow,6615.0,9.7,679.9
1319,306021155.0,White Rock,4976.0,9.5,522.3
1320,306021156.0,Whitfield - Edge Hill,8456.0,6.9,1220.9
1321,306021157.0,Woree,5192.0,5.7,905.4
1322,306031158.0,Babinda,4607.0,669.2,6.9
1323,306031159.0,Innisfail,9408.0,53.0,177.4
1324,306031160.0,Johnstone,8083.0,1294.7,6.2
1325,306031161.0,Tully,11131.0,3065.1,3.6
1326,306031162.0,Wooroonooran,3.0,754.3,0.0
1327,306031163.0,Yarrabah,2598.0,158.8,16.4
1328,306041164.0,Daintree,6734.0,2231.2,3.0
1329,306041165.0,Port Douglas,5626.0,189.9,29.6
1330,306051166.0,Atherton,11748.0,235.2,50.0
1331,306051167.0,Herberton,5569.0,9566.2,0.6
1332,306051168.0,Kuranda,4868.0,591.3,8.2
1333,306051169.0,Malanda - Yungaburra,9171.0,1255.0,7.3
1334,306051170.0,Mareeba,11998.0,480.2,25.0
1335,307011171.0,Balonne,4379.0,31104.1,0.1
1336,307011172.0,Chinchilla,8895.0,8048.7,1.1
1337,307011173.0,Goondiwindi,6286.0,830.5,7.6
1338,307011174.0,Inglewood - Waggamba,4100.0,17523.1,0.2
1339,307011175.0,Miles - Wandoan,4218.0,11841.6,0.4
